,regno,page,word,x,y,w,h,conf
0,0015,1,pram ,140,644,82,32,0.7099999785423279
1,0015,1,co ,286,634,45,31,0.09000000357627869
2,0015,1,Win ,1161,661,151,30,0.8600000143051147
3,0015,1,neggu ,1520,664,102,36,0.6600000262260437
4,0015,1,cam ,1613,659,66,46,0.8399999737739563
5,0015,1,counter ,1750,659,144,46,0.9300000071525574
6,0015,1,a ,1956,659,13,46,0.5600000023841858
7,0015,1,m ,1975,661,3,35,0.9700000286102295
8,0015,1,illo ,2013,669,32,36,0.5099999904632568
9,0015,1,Program ,35,568,220,145,0.9700000286102295
10,0015,1,Counder ,283,571,185,146,0.8700000047683716
11,0015,1,(,494,575,42,145,0.9300000071525574
12,0015,1,PC,531,575,54,145,0.2800000011920929
13,0015,1,) ,596,576,42,145,0.7900000214576721
14,0015,1,is ,662,577,56,145,0.8299999833106995
15,0015,1,a ,742,578,42,145,0.9599999785423279
16,0015,1,register ,829,579,194,146,0.9800000190734863
17,0015,1,in ,1071,583,56,145,0.9900000095367432
18,0015,1,which ,1153,583,158,146,0.9700000286102295
19,0015,1,the ,1349,586,83,146,0.9800000190734863
20,0015,1,Program ,1474,588,227,146,0.8799999952316284
21,0015,1,counter ,1735,591,179,146,0.9100000262260437
22,0015,1,contains ,1939,594,209,146,0.8100000023841858
23,0015,1,the ,2162,598,104,145,0.9599999785423279
24,0015,1,address ,54,727,184,144,0.9900000095367432
25,0015,1,of ,263,727,27,144,0.9900000095367432
26,0015,1,the ,321,727,57,144,0.9700000286102295
27,0015,1,instruction ,408,727,216,144,0.8500000238418579
28,0015,1,of ,648,727,54,144,0.9900000095367432
29,0015,1,the ,727,727,62,144,0.9900000095367432
30,0015,1,neat ,814,727,91,144,0.8100000023841858
31,0015,1,data ,943,727,107,144,0.7699999809265137
32,0015,1,to ,1069,727,54,144,0.9200000166893005
33,0015,1,bei ,1156,727,83,144,0.8899999856948853
34,0015,1,Then ,55,984,87,145,0.8100000023841858
35,0015,1,Insbution ,166,986,258,145,0.7400000095367432
36,0015,1,counter ,464,990,179,145,0.6700000166893005
37,0015,1,alba ,676,993,98,145,0.6499999761581421
38,0015,1,Kosown ,814,995,121,145,0.5799999833106995
39,0015,1,as ,983,998,54,145,0.550000011920929
40,0015,1,The ,72,1149,72,124,0.9800000190734863
41,0015,1,Instruction ,173,1149,248,124,0.9300000071525574
42,0015,1,Register ,450,1149,185,124,0.8700000047683716
43,0015,1,also ,668,1149,80,124,0.8999999761581421
44,0015,1,knom ,772,1149,150,124,0.9599999785423279
45,0015,1,as ,937,1149,68,124,0.8799999952316284
46,0015,1,(,1009,1149,36,124,0.9399999976158142
47,0015,1,IR,1041,1149,48,124,0.6899999976158142
48,0015,1,) ,1110,1149,36,124,0.6499999761581421
49,0015,1,is ,1167,1149,48,124,0.7900000214576721
50,0015,1,a ,1236,1149,36,124,0.9800000190734863
51,0015,1,register ,1287,1149,179,124,0.8899999856948853
52,0015,1,to ,1501,1149,23,124,0.800000011920929
53,0015,1,which ,1549,1149,152,124,0.9700000286102295
54,0015,1,holds ,1735,1149,122,124,0.75
55,0015,1,the ,1918,1149,73,124,0.949999988079071
56,0015,1,instruction ,2025,1149,291,124,0.9200000166893005
57,0015,1,of ,94,1277,29,99,0.9300000071525574
58,0015,1,the ,150,1277,58,99,0.9800000190734863
59,0015,1,most ,231,1277,102,99,0.7599999904632568
60,0015,1,memory ,362,1277,124,99,0.8700000047683716
61,0015,1,heart ,518,1277,97,99,0.6399999856948853
62,0015,1,in ,639,1277,19,99,0.949999988079071
63,0015,1,th ,674,1277,59,99,0.6800000071525574
64,0015,1,neset ,750,1277,73,99,0.8700000047683716
65,0015,1,nenne ,827,1277,92,99,0.75
66,0015,1,The ,27,1538,75,174,0.9700000286102295
67,0015,1,terminy ,132,1543,187,175,0.7099999785423279
68,0015,1,to ,324,1552,65,174,0.41999998688697815
69,0015,1,consides ,435,1557,156,175,0.7400000095367432
70,0015,1,of ,628,1566,35,175,0.949999988079071
71,0015,1,to ,674,1569,65,174,0.47999998927116394
72,0015,1,many ,761,1573,135,175,0.8199999928474426
73,0015,1,by ,929,1580,98,175,0.9200000166893005
74,0015,1,- ,-25,1705,41,139,0.44999998807907104
75,0015,1,The ,54,1706,74,139,0.8799999952316284
76,0015,1,Memory ,153,1708,165,140,0.9100000262260437
77,0015,1,is ,355,1712,27,139,0.8899999856948853
78,0015,1,used ,421,1713,108,139,0.9599999785423279
79,0015,1,to ,562,1715,52,140,0.9900000095367432
80,0015,1,store ,646,1716,117,140,0.949999988079071
81,0015,1,the ,787,1719,60,139,0.9700000286102295
82,0015,1,doctor ,905,1721,117,140,0.8999999761581421
83,0015,1,on ,1027,1724,52,139,0.7400000095367432
84,0015,1,the ,1097,1725,81,139,0.9300000071525574
85,0015,1,instormilion,1196,1726,263,140,0.7900000214576721
86,0015,1,. ,1469,1732,41,139,0.8799999952316284
87,0015,1,It ,1534,1733,52,139,0.9200000166893005
88,0015,1,tood ,1624,1734,122,140,0.5799999833106995
89,0015,1,The ,1765,1737,41,139,0.7799999713897705
90,0015,1,Memory ,1830,1737,165,140,0.8899999856948853
91,0015,1,consists ,2004,1740,196,140,0.8100000023841858
92,0015,1,of ,2230,1745,27,139,0.9100000262260437
93,0015,1,so ,52,1838,62,163,0.7699999809265137
94,0015,1,many ,117,1838,104,163,0.8100000023841858
95,0015,1,belges ,238,1838,131,163,0.8600000143051147
96,0015,1,which ,387,1838,97,163,0.8999999761581421
97,0015,1,helps ,502,1838,97,163,0.9700000286102295
98,0015,1,to ,617,1838,31,163,0.9900000095367432
99,0015,1,store ,665,1838,114,163,0.9700000286102295
100,0015,1,the ,796,1838,66,163,0.9900000095367432
101,0015,1,data ,873,1838,127,163,0.8799999952316284
102,0015,1,traditional ,76,1961,421,273,0.3700000047683716
103,0015,1,format ,524,1970,190,273,0.4000000059604645
104,0015,1,ding ,743,1974,109,273,0.5299999713897705
105,0015,1,tabia ,907,1978,179,272,0.2199999988079071
106,0015,1,led ,425,2087,35,42,0.8500000238418579
107,0015,1,to ,506,2087,23,42,0.75
108,0015,1,e ,1344,2091,13,46,0.9900000095367432
109,0015,1,need ,1392,2093,60,47,0.9900000095367432
110,0015,1,46 ,1500,2097,67,47,0.800000011920929
111,0015,1,kutosha ,1398,1987,219,273,0.1599999964237213
112,0015,1,na ,1699,1993,53,273,0.23999999463558197
113,0015,1,nga ,1781,1995,107,272,0.20999999344348907
114,0015,1,young ,1972,1999,191,272,0.07999999821186066
115,0015,1,adult ,2191,2003,136,273,0.05000000074505806
116,0015,1,the ,2354,2006,115,273,0.1599999964237213
117,0015,1,Іь ,1893,2121,28,31,0.36000001430511475
118,0015,1,Б ,1956,2121,8,31,0.2800000011920929
119,0015,1,. ,1994,2121,8,31,0.3400000035762787
120,0015,1,We ,2024,2115,37,40,0.9800000190734863
121,0015,1,had ,2079,2126,57,40,0.8100000023841858
122,0015,1,200 ,2168,2145,86,40,0.5199999809265137
123,0015,1,The ,84,2242,54,125,0.9399999976158142
124,0015,1,big,168,2245,72,125,0.949999988079071
125,0015,1,-,263,2249,36,125,0.30000001192092896
126,0015,1,endiem ,300,2249,149,126,0.699999988079071
127,0015,1,and ,473,2256,90,125,0.8700000047683716
