,regno,page,word,x,y,w,h,conf
0,0010,1,Code ,553,83,239,210,0.5099999904632568
1,0010,1,(,1042,51,61,208,0.7200000286102295
2,0010,1,960,1122,46,256,208,0.6399999856948853
3,0010,1,) ,1397,27,61,208,0.07999999821186066
4,0010,1,05ra ,1232,540,129,31,0.4300000071525574
5,0010,1,Program ,-21,344,223,125,0.9800000190734863
6,0010,1,counter ,251,348,205,126,0.9800000190734863
7,0010,1,(,460,352,36,125,1.0
8,0010,1,PC,487,352,70,125,0.7599999904632568
9,0010,1,) ,561,354,36,125,0.6800000071525574
10,0010,1,stores ,627,354,167,126,0.9599999785423279
11,0010,1,the ,822,358,91,125,0.9700000286102295
12,0010,1,information ,937,359,325,126,0.9900000095367432
13,0010,1,of ,1318,366,46,125,0.9900000095367432
14,0010,1,the ,1414,367,91,126,0.9900000095367432
15,0010,1,next ,1554,369,134,126,0.9900000095367432
16,0010,1,instruction,1711,372,302,126,0.9700000286102295
17,0010,1,. ,2022,377,36,125,0.9800000190734863
18,0010,1,The ,2080,378,90,126,0.9900000095367432
19,0010,1,upcoming ,2207,380,238,126,0.9100000262260437
20,0010,1,enstructions ,-17,454,332,146,0.8999999761581421
21,0010,1,are ,357,464,83,145,0.9900000095367432
22,0010,1,always ,503,467,200,146,0.9900000095367432
23,0010,1,stored ,737,473,171,146,0.9800000190734863
24,0010,1,in ,941,478,54,146,0.9900000095367432
25,0010,1,the ,1043,481,84,146,0.9900000095367432
26,0010,1,program ,1169,484,256,146,0.9800000190734863
27,0010,1,counter ,1482,492,213,146,0.9800000190734863
28,0010,1,nstruction,-5,633,280,147,0.8199999928474426
29,0010,1,. ,255,633,43,147,0.9200000166893005
30,0010,1,Register ,308,633,199,147,0.7400000095367432
31,0010,1,(,524,633,43,147,0.9300000071525574
32,0010,1,1x,576,633,56,147,0.5699999928474426
33,0010,1,) ,643,633,43,147,0.9200000166893005
34,0010,1,stoves ,704,633,181,147,0.9300000071525574
35,0010,1,the ,919,633,86,147,0.9599999785423279
36,0010,1,Information ,1053,633,339,147,0.9100000262260437
37,0010,1,about ,1436,633,180,147,0.9900000095367432
38,0010,1,the ,1649,633,86,147,0.9800000190734863
39,0010,1,current ,1768,633,220,147,0.9599999785423279
40,0010,1,instruction ,2042,633,333,147,0.8500000238418579
41,0010,1,A ,-7,773,29,100,0.46000000834465027
42,0010,1,stores ,55,773,148,100,0.8799999952316284
43,0010,1,information ,228,773,322,100,0.9800000190734863
44,0010,1,of ,589,773,39,100,0.9900000095367432
45,0010,1,the ,681,773,73,100,0.9900000095367432
46,0010,1,The ,-9,957,90,125,0.9900000095367432
47,0010,1,memory ,129,957,221,125,0.9800000190734863
48,0010,1,is ,386,957,48,125,0.9900000095367432
49,0010,1,represented ,449,957,342,125,0.9599999785423279
50,0010,1,by ,854,957,46,125,1.0
51,0010,1,means ,957,957,200,125,0.9900000095367432
52,0010,1,of ,1200,957,70,125,0.9900000095367432
53,0010,1,the ,1281,957,145,125,0.6100000143051147
54,0010,1,bytes,1559,957,140,125,0.8199999928474426
55,0010,1,. ,1690,957,36,125,0.9300000071525574
56,0010,1,A ,1753,957,36,125,0.9700000286102295
57,0010,1,byle ,1843,957,110,125,0.8999999761581421
58,0010,1,is ,2000,957,46,125,0.9300000071525574
59,0010,1,a ,2080,957,36,125,0.9800000190734863
60,0010,1,combination ,2150,957,312,125,0.9700000286102295
61,0010,1,of ,-20,1057,56,147,0.9900000095367432
62,0010,1,8 ,62,1057,43,147,0.949999988079071
63,0010,1,bits ,144,1057,116,147,0.9599999785423279
64,0010,1,: ,255,1057,43,147,0.8500000238418579
65,0010,1,&,315,1057,43,147,0.49000000953674316
66,0010,1,", ",375,1057,43,147,0.8999999761581421
67,0010,1,bytes ,412,1057,161,147,0.75
68,0010,1,at ,606,1057,56,147,0.6700000166893005
69,0010,1,the ,725,1057,107,147,0.9399999976158142
70,0010,1,basic ,919,1057,145,147,0.9700000286102295
71,0010,1,unit ,1113,1057,115,147,1.0
