,regno,page,word,x,y,w,h,conf
0,0002,1,(,1052,121,85,287,0.7599999904632568
1,0002,1,10,1126,111,112,287,0.9800000190734863
2,0002,1,/,1225,97,85,287,0.36000001430511475
3,0002,1,20 ,1289,88,161,287,0.8799999952316284
4,0002,1,Computu ,239,545,229,81,0.8600000143051147
5,0002,1,Organisation ,534,539,327,81,0.9200000166893005
6,0002,1,and ,922,531,82,81,0.8500000238418579
7,0002,1,Architecture ,1067,528,282,81,0.8500000238418579
8,0002,1,I ,35,869,23,81,0.10999999940395355
9,0002,1,Progeaus ,156,871,192,82,0.7099999785423279
10,0002,1,Gourde,397,878,160,82,0.6600000262260437
11,0002,1,. ,560,883,23,81,0.6399999856948853
12,0002,1,encented,2157,978,186,47,0.7799999713897705
13,0002,1,. ,2362,995,13,46,0.8899999856948853
14,0002,1,It ,228,1040,46,81,0.800000011920929
15,0002,1,is ,310,1039,46,81,0.9700000286102295
16,0002,1,a ,432,1037,23,81,0.949999988079071
17,0002,1,register ,528,1035,160,82,0.8500000238418579
18,0002,1,which ,805,1030,158,82,0.9599999785423279
19,0002,1,hold ,1073,1026,95,82,0.9700000286102295
20,0002,1,the ,1241,1023,58,82,0.9900000095367432
21,0002,1,hentar ,1368,1021,136,82,0.9599999785423279
22,0002,1,tussention ,1583,1018,252,81,0.7099999785423279
23,0002,1,to ,1919,1012,44,81,0.6899999976158142
24,0002,1,be ,2005,1011,60,81,0.9800000190734863
25,0002,1,soled,2114,1009,156,82,0.6700000166893005
26,0002,1,. ,2267,1007,23,81,0.5099999904632568
27,0002,1,- ,125,1219,23,80,0.8999999761581421
28,0002,1,These ,212,1218,105,81,0.8100000023841858
29,0002,1,register ,401,1217,185,81,0.9599999785423279
30,0002,1,access ,677,1215,122,81,0.9700000286102295
31,0002,1,a ,872,1215,23,80,0.9900000095367432
32,0002,1,program ,987,1214,172,80,0.9599999785423279
33,0002,1,sequiescially ,1270,1212,299,81,0.8999999761581421
34,0002,1,when ,1622,1210,149,81,0.9200000166893005
35,0002,1,as ,1842,1209,74,80,0.8600000143051147
36,0002,1,instruction ,1975,1208,274,81,0.8299999833106995
37,0002,1,enecuted,197,1359,224,96,0.9800000190734863
38,0002,1,", ",425,1357,27,95,0.9800000190734863
39,0002,1,they ,485,1356,109,96,0.9399999976158142
40,0002,1,the ,666,1354,82,95,0.9599999785423279
41,0002,1,want ,807,1352,123,96,0.8999999761581421
42,0002,1,Instruction ,1021,1350,293,96,0.7699999809265137
43,0002,1,detcheel ,1419,1345,179,96,0.8999999761581421
44,0002,1,indo ,1666,1343,109,95,0.949999988079071
45,0002,1,progeans ,1880,1340,193,96,0.8899999856948853
46,0002,1,Counter ,2116,1337,173,96,0.9100000262260437
47,0002,1,degisder,209,1496,209,103,0.8500000238418579
48,0002,1,", ",425,1496,30,103,0.36000001430511475
49,0002,1,after ,475,1496,167,103,0.8100000023841858
50,0002,1,the ,712,1496,74,103,0.9800000190734863
