,regno,page,word,x,y,w,h,conf
0,0009,1,Compulär ,298,62,358,190,0.7599999904632568
1,0009,1,Organisation ,710,48,509,191,0.8199999928474426
2,0009,1,9100,1304,28,267,190,0.6899999976158142
3,0009,1,) ,1603,19,113,189,0.6200000047683716
4,0009,1,and ,831,233,87,100,0.9900000095367432
5,0009,1,Architecture,1040,233,398,100,0.9700000286102295
6,0009,1,. ,1472,233,29,100,0.8299999833106995
7,0009,1,Program ,68,596,294,93,0.9300000071525574
8,0009,1,. ,50,678,31,107,0.49000000953674316
9,0009,1,It ,312,678,59,107,0.8199999928474426
10,0009,1,counter ,494,584,296,93,0.8399999737739563
11,0009,1,t ,837,573,26,92,0.15000000596046448
12,0009,1,PC,901,572,102,93,0.46000000834465027
13,0009,1,) ,1013,568,26,92,0.8500000238418579
14,0009,1,consists ,499,678,265,107,0.9599999785423279
15,0009,1,of ,906,678,59,107,0.9700000286102295
16,0009,1,the ,1100,678,92,107,0.9599999785423279
17,0009,1,address ,1316,678,221,107,0.9300000071525574
18,0009,1,location ,1676,678,239,107,0.9599999785423279
19,0009,1,of ,2029,678,59,107,0.9900000095367432
20,0009,1,the ,2184,678,92,107,0.9200000166893005
21,0009,1,prouss ,107,887,196,81,0.9900000095367432
22,0009,1,that ,439,889,119,81,0.9599999785423279
23,0009,1,is ,677,891,29,80,0.9900000095367432
24,0009,1,to ,878,892,46,80,0.9900000095367432
25,0009,1,be ,989,892,103,81,0.9900000095367432
26,0009,1,executed ,1219,893,298,81,0.9700000286102295
27,0009,1,in ,1653,896,29,80,0.9900000095367432
28,0009,1,the ,1809,897,69,80,0.9900000095367432
29,0009,1,next,1995,898,144,80,0.9900000095367432
30,0009,1,. ,2181,899,23,80,0.8999999761581421
31,0009,1,slepu ,83,1072,201,59,0.6600000262260437
32,0009,1,Instruchón ,67,1373,336,109,0.8899999856948853
33,0009,1,Register,518,1373,303,109,0.9300000071525574
34,0009,1,: ,835,1373,32,109,0.949999988079071
35,0009,1,I ,46,1511,27,95,0.12999999523162842
36,0009,1,instrichon ,441,1499,350,96,0.7900000214576721
37,0009,1,regiscen ,866,1487,261,96,0.8399999737739563
38,0009,1,- ,-11,1673,27,94,0.3100000023841858
39,0009,1,instruction ,109,1670,327,95,0.8899999856948853
40,0009,1,that ,604,1661,143,94,0.9700000286102295
41,0009,1,is ,819,1657,35,94,0.9800000190734863
42,0009,1,being ,981,1654,188,94,0.9900000095367432
43,0009,1,consists ,1256,1476,274,95,0.6499999761581421
44,0009,1,of ,1618,1466,69,95,0.9900000095367432
45,0009,1,the ,1829,1460,108,95,0.5899999737739563
46,0009,1,actres ,2027,1454,231,96,0.46000000834465027
47,0009,1,bin ,342,1643,109,72,0.9100000262260437
48,0009,1,that ,606,1657,147,73,0.6600000262260437
49,0009,1,is ,820,1670,40,72,0.800000011920929
50,0009,1,being ,1005,1679,171,74,0.9900000095367432
51,0009,1,executed,1324,1647,297,95,0.9800000190734863
52,0009,1,. ,1640,1641,27,94,0.9399999976158142
53,0009,1,an ,1582,1712,92,72,0.10000000149011612
54,0009,1,The ,78,1853,78,109,0.9599999785423279
55,0009,1,IR ,243,1853,61,109,0.7900000214576721
56,0009,1,generatis ,593,1853,256,109,0.949999988079071
57,0009,1,timing ,1006,1853,215,109,0.9300000071525574
58,0009,1,signals ,1358,1853,222,109,0.9700000286102295
59,0009,1,Byte ,91,2283,153,110,0.9700000286102295
60,0009,1,addressable ,350,2280,448,110,0.9800000190734863
61,0009,1,memory ,863,2274,287,110,0.9200000166893005
62,0009,1,:,1175,2271,32,109,0.11999999731779099
63,0009,1,- ,1219,2270,32,109,0.27000001072883606
64,0009,1,Memory ,1296,2269,287,110,0.8700000047683716
65,0009,1,consists ,1688,2265,217,109,0.8100000023841858
66,0009,1,of ,2018,2261,41,109,0.9900000095367432
67,0009,1,millions ,121,2436,281,100,0.9700000286102295
68,0009,1,of ,553,2427,37,100,0.9900000095367432
69,0009,1,semicondisctor ,683,2425,471,99,0.9599999785423279
70,0009,1,was ,1241,2414,113,100,0.7900000214576721
71,0009,1,each ,1515,2409,129,99,0.9200000166893005
72,0009,1,of ,1759,2404,55,100,0.9599999785423279
73,0009,1,which ,1911,2401,183,99,0.9800000190734863
74,0009,1,can ,101,2583,94,96,0.7699999809265137
75,0009,1,skre ,308,2582,156,95,0.8399999737739563
76,0009,1,i ,617,2580,27,95,0.23000000417232513
77,0009,1,byle ,745,2578,137,96,0.8999999761581421
78,0009,1,isegin ,931,2577,291,96,0.10000000149011612
79,0009,1,fy ,1302,2574,203,96,0.44999998807907104
80,0009,1,r ,1745,2571,25,95,0.07000000029802322
81,0009,1,i ,1928,2569,131,95,0.07000000029802322
82,0009,1,SE2,133,2808,213,95,0.18000000715255737
83,0009,1,% ,448,2803,27,95,0.10000000149011612
84,0009,1,locations,785,2797,320,96,0.7599999904632568
85,0009,1,. ,1187,2791,27,95,0.10999999940395355
86,0009,1,time ,73,2963,229,80,0.09000000357627869
87,0009,1,where ,632,2963,201,80,0.7799999713897705
88,0009,1,25,895,2963,177,80,0.5199999809265137
89,0009,1,. ,1062,2963,23,80,0.1599999964237213
90,0009,1,no,1123,2963,74,80,0.6800000071525574
91,0009,1,. ,1210,2963,23,80,0.4699999988079071
92,0009,1,of ,1298,2963,60,80,0.7900000214576721
93,0009,1,bytes ,1430,2963,182,80,0.9900000095367432
94,0009,1,collection ,42,3173,209,116,0.9200000166893005
95,0009,1,of ,356,3173,64,116,1.0
96,0009,1,an ,540,3173,86,116,0.6299999952316284
97,0009,1,bytes ,713,3173,175,116,0.8700000047683716
98,0009,1,are ,1010,3173,84,116,0.8899999856948853
99,0009,1,called ,1246,3173,165,116,0.949999988079071
100,0009,1,a ,1557,3173,34,116,0.9900000095367432
101,0009,1,word ,1704,3173,157,116,0.9599999785423279
102,0009,1,o ,2006,3173,34,116,0.3400000035762787
103,0009,2,Big ,112,28,116,118,0.9599999785423279
104,0009,2,- ,284,26,34,117,0.8899999856948853
105,0009,2,endian ,346,25,246,118,0.9399999976158142
106,0009,2,byte ,707,21,123,118,0.7900000214576721
107,0009,2,assignment,931,18,456,118,0.8600000143051147
108,0009,2,: ,1393,13,34,117,0.9300000071525574
109,0009,2,in ,145,285,48,124,0.9800000190734863
110,0009,2,this ,304,285,146,124,0.9900000095367432
111,0009,2,type ,581,285,146,124,0.9900000095367432
112,0009,2,of ,863,285,48,124,1.0
113,0009,2,byte ,1031,285,144,124,0.9800000190734863
114,0009,2,assigment,1318,285,316,124,0.9900000095367432
115,0009,2,; ,1675,285,36,124,0.8799999952316284
116,0009,2,the ,1822,285,106,124,0.6499999761581421
117,0009,2,most ,158,463,151,81,0.9900000095367432
118,0009,2,significant ,458,466,351,80,0.9800000190734863
119,0009,2,bit ,896,469,104,81,0.9900000095367432
120,0009,2,(,1166,472,23,80,0.5600000023841858
121,0009,2,MSB,1194,472,150,81,0.7400000095367432
122,0009,2,) ,1363,474,23,80,0.8700000047683716
123,0009,2,is ,1528,475,46,80,0.9900000095367432
124,0009,2,written ,1724,476,238,81,0.9700000286102295
125,0009,2,at ,144,608,71,95,0.9900000095367432
126,0009,2,chi ,340,610,82,95,0.9599999785423279
127,0009,2,first ,556,613,125,94,0.9300000071525574
128,0009,2,end ,815,615,81,95,0.9100000262260437
129,0009,2,and ,1099,618,109,95,0.8700000047683716
130,0009,2,hence ,1284,620,198,95,0.9200000166893005
131,0009,2,called ,1580,623,157,95,0.9700000286102295
132,0009,2,e,1866,627,27,94,0.6899999976158142
133,0009,2,; ,1914,627,27,94,0.8700000047683716
134,0009,2,the ,2005,628,82,94,0.75
135,0009,2,bit ,161,711,93,81,0.9800000190734863
136,0009,2,position ,401,711,188,81,0.9900000095367432
137,0009,2,and ,791,711,92,81,0.9800000190734863
138,0009,2,is ,1015,711,31,81,0.9100000262260437
139,0009,2,hence ,1146,711,150,81,0.9200000166893005
140,0009,2,called ,1414,711,154,81,0.9800000190734863
141,0009,2,Big ,126,787,96,85,0.9800000190734863
142,0009,2,endian ,356,787,226,85,0.9100000262260437
143,0009,2,biste ,674,787,125,85,0.9599999785423279
144,0009,2,assignment ,950,787,350,85,0.9599999785423279
145,0009,2,highest ,2171,630,219,94,0.9700000286102295
146,0009,2,che ,1231,982,95,96,0.8199999928474426
147,0009,2,no ,1409,981,71,95,0.9599999785423279
148,0009,2,code ,1571,979,110,96,0.8600000143051147
