,regno,page,word,x,y,w,h,conf
0,0007,1,Computer ,351,238,260,81,0.8299999833106995
1,0007,1,Organisation ,651,230,351,81,0.9100000262260437
2,0007,1,& ,1053,221,23,80,0.5299999713897705
3,0007,1,architecture ,1125,218,336,81,0.7799999713897705
4,0007,1,Poogoam ,43,447,240,95,0.9100000262260437
5,0007,1,counter ,345,438,187,96,0.9599999785423279
6,0007,1,ng ,83,553,134,91,0.36000001430511475
7,0007,1,contains ,263,551,201,92,0.9200000166893005
8,0007,1,the ,506,548,65,91,0.9900000095367432
9,0007,1,address ,651,546,199,92,0.9900000095367432
10,0007,1,of ,892,544,51,91,0.9900000095367432
11,0007,1,the ,976,543,66,91,0.9800000190734863
12,0007,1,next ,1106,541,107,92,0.9900000095367432
13,0007,1,instruction ,1274,539,302,92,0.9700000286102295
14,0007,1,to ,1646,535,51,91,0.9900000095367432
15,0007,1,be ,1757,533,51,92,0.9900000095367432
16,0007,1,executed ,1860,532,227,92,0.9800000190734863
17,0007,1,- ,79,661,26,91,0.5199999809265137
18,0007,1,Poo ,155,660,79,91,0.7099999785423279
19,0007,1,gram ,240,659,133,91,0.5699999928474426
20,0007,1,counter ,429,656,168,92,0.9200000166893005
21,0007,1,senare ,697,652,119,92,0.3100000023841858
22,0007,1,med ,810,650,131,92,0.8799999952316284
23,0007,1,ocito ,971,647,180,92,0.44999998807907104
24,0007,1,updates ,1230,643,190,92,0.7699999809265137
25,0007,1,its ,1527,639,79,92,0.8899999856948853
26,0007,1,value ,1723,636,160,92,0.8700000047683716
27,0007,1,after ,1979,632,187,92,0.6399999856948853
28,0007,1,eadl ,155,753,141,100,0.7699999809265137
29,0007,1,execution ,351,753,236,100,0.6000000238418579
30,0007,1,- ,85,902,27,95,0.6399999856948853
31,0007,1,For ,199,898,41,96,0.8500000238418579
32,0007,1,a ,306,895,27,95,0.8199999928474426
33,0007,1,new ,363,894,121,95,0.9700000286102295
34,0007,1,process ,608,886,160,96,0.9800000190734863
35,0007,1,to ,863,879,53,95,0.9599999785423279
36,0007,1,start ,969,876,149,95,0.9700000286102295
37,0007,1,execution,1241,868,260,96,0.9300000071525574
38,0007,1,", ",1539,860,27,95,0.550000011920929
39,0007,1,the ,1615,857,68,96,0.9800000190734863
40,0007,1,address ,1791,852,219,96,0.9900000095367432
41,0007,1,of ,2043,845,53,95,0.9900000095367432
42,0007,1,the ,2124,842,68,96,0.9900000095367432
43,0007,1,- ,23,1013,26,91,0.27000001072883606
44,0007,1,first ,149,1009,100,92,0.8999999761581421
45,0007,1,instruction ,327,1003,270,92,0.9800000190734863
46,0007,1,is ,667,992,51,91,0.949999988079071
47,0007,1,to ,788,988,49,91,0.9900000095367432
48,0007,1,be ,876,985,69,91,0.9900000095367432
49,0007,1,execented ,1019,980,218,92,0.8299999833106995
50,0007,1,must ,1343,970,132,92,0.9300000071525574
51,0007,1,be ,1526,963,69,92,0.9900000095367432
52,0007,1,loaded ,1663,959,169,92,0.7900000214576721
53,0007,1,to ,1925,951,33,91,0.9599999785423279
54,0007,1,PC ,1982,948,67,92,0.9800000190734863
55,0007,1,Instauction ,40,1165,261,100,0.7799999713897705
56,0007,1,register ,357,1165,254,100,0.949999988079071
57,0007,1,- ,-11,1312,27,95,0.18000000715255737
58,0007,1,- ,142,1308,27,95,0.5699999928474426
59,0007,1,Instruction ,205,1305,275,96,0.949999988079071
60,0007,1,register ,563,1294,228,96,0.8899999856948853
61,0007,1,contains ,858,1284,234,97,0.9300000071525574
62,0007,1,the ,1164,1275,68,96,0.9900000095367432
63,0007,1,current ,1319,1270,220,95,0.9800000190734863
64,0007,1,instruction ,1692,1258,298,96,0.9700000286102295
65,0007,1,that ,2066,1247,107,95,0.9900000095367432
66,0007,1,is ,2206,1242,53,96,0.9900000095367432
67,0007,1,being ,98,1400,160,92,0.8700000047683716
68,0007,1,executed ,316,1394,217,92,0.8999999761581421
69,0007,1,0 ,630,1387,26,91,0.4399999976158142
70,0007,1,5 ,2399,1379,2,12,0.3799999952316284
71,0007,1,- ,101,1502,47,162,0.6399999856948853
72,0007,1,It ,170,1502,90,162,0.9399999976158142
73,0007,1,provides ,323,1502,259,162,0.8399999737739563
74,0007,1,timing ,635,1502,215,162,0.9200000166893005
75,0007,1,signals ,864,1502,226,162,0.9599999785423279
