,regno,page,word,x,y,w,h,conf
0,0004,1,(,1498,99,78,265,0.38999998569488525
1,0004,1,520,1588,99,292,265,0.6600000262260437
2,0004,1,) ,1911,99,78,265,0.12999999523162842
3,0004,1,COMPUTER ,467,287,214,41,0.8700000047683716
4,0004,1,ORZANIZATION ,734,289,327,40,0.7599999904632568
5,0004,1,AND ,1104,292,92,40,0.9100000262260437
6,0004,1,ARCHITECTURE ,1265,292,342,41,0.9900000095367432
7,0004,1,1 ,55,439,15,54,0.9900000095367432
8,0004,1,Program ,166,478,126,55,0.949999988079071
9,0004,1,counter,367,478,151,55,0.9599999785423279
10,0004,1,: ,540,478,15,55,0.5099999904632568
11,0004,1,it ,162,602,20,58,0.9399999976158142
12,0004,1,is ,241,601,33,58,0.6000000238418579
13,0004,1,special ,334,601,142,58,0.7599999904632568
14,0004,1,purpose ,528,599,158,59,0.9599999785423279
15,0004,1,register ,755,598,179,59,0.8500000238418579
16,0004,1,which ,995,597,123,59,0.9900000095367432
17,0004,1,is ,1221,596,32,58,0.8500000238418579
18,0004,1,used ,1337,595,97,58,0.9900000095367432
19,0004,1,to ,1583,594,22,58,0.9900000095367432
20,0004,1,store ,1720,593,107,58,0.8399999737739563
21,0004,1,the ,1902,592,66,58,0.9300000071525574
22,0004,1,address ,2013,591,174,59,0.9599999785423279
23,0004,1,of ,2239,590,43,58,0.800000011920929
24,0004,1,next ,141,730,91,59,0.9900000095367432
25,0004,1,instruction ,313,729,197,59,0.8700000047683716
26,0004,1,to ,555,728,20,58,0.9800000190734863
27,0004,1,be ,644,728,43,58,0.9900000095367432
28,0004,1,executed ,740,727,191,59,0.9900000095367432
29,0004,1,during ,1026,725,130,59,0.8199999928474426
30,0004,1,the ,1236,724,66,58,0.9900000095367432
31,0004,1,execution ,1405,723,196,59,0.8600000143051147
32,0004,1,of ,1686,721,54,59,0.9399999976158142
33,0004,1,a ,1790,721,16,58,0.9900000095367432
34,0004,1,set ,1893,720,83,58,0.8299999833106995
35,0004,1,of ,2090,719,65,58,0.9399999976158142
36,0004,1,in ,146,872,25,47,0.9700000286102295
37,0004,1,senections,182,872,187,47,0.6499999761581421
38,0004,1,. ,375,872,13,47,0.8799999952316284
39,0004,1,Instuction ,140,1023,222,46,0.8700000047683716
40,0004,1,Register ,423,1023,182,46,0.8899999856948853
41,0004,1,Instruction ,160,1163,200,48,0.9700000286102295
42,0004,1,register ,467,1159,147,47,0.9800000190734863
43,0004,1,is ,705,1155,34,48,0.9900000095367432
44,0004,1,used ,820,1154,73,47,0.9900000095367432
45,0004,1,to ,950,1152,34,47,1.0
46,0004,1,store ,1050,1150,92,48,0.9300000071525574
47,0004,1,the ,1242,1147,39,48,0.9700000286102295
48,0004,1,coment ,1403,1145,120,47,0.8799999952316284
49,0004,1,instruction,1643,1141,203,48,0.9599999785423279
50,0004,1,", ",1858,1139,13,47,0.9700000286102295
51,0004,1,that ,1968,1137,60,48,0.9599999785423279
52,0004,1,is ,2136,1135,27,47,0.8700000047683716
53,0004,1,beina ,2218,1133,114,48,0.9800000190734863
54,0004,1,executed ,144,1279,171,53,0.8700000047683716
55,0004,1,Byte ,158,1529,93,41,0.9900000095367432
56,0004,1,ad ,303,1532,45,41,0.9900000095367432
57,0004,1,anessable ,358,1533,203,41,0.8600000143051147
58,0004,1,memony,608,1539,168,40,0.9200000166893005
59,0004,1,", ",799,1543,11,40,0.10999999940395355
60,0004,1,Bute ,146,1690,95,62,0.949999988079071
61,0004,1,addressable ,305,1690,245,62,0.949999988079071
62,0004,1,memory ,613,1690,170,62,0.9700000286102295
63,0004,1,is ,881,1690,35,62,0.9900000095367432
64,0004,1,a ,962,1690,17,62,0.9900000095367432
65,0004,1,method ,1079,1690,166,62,0.949999988079071
66,0004,1,in ,1350,1690,22,62,1.0
67,0004,1,which ,1396,1690,126,62,0.9100000262260437
68,0004,1,memony ,1640,1690,176,62,0.9200000166893005
69,0004,1,is ,1891,1690,23,62,0.7400000095367432
70,0004,1,ordered ,2017,1690,195,62,0.7699999809265137
71,0004,1,or ,122,1806,45,62,0.8500000238418579
72,0004,1,represented ,206,1806,263,62,0.8600000143051147
73,0004,1,There ,139,1962,104,54,0.9399999976158142
74,0004,1,are ,285,1962,54,54,0.9900000095367432
75,0004,1,2 ,408,1962,15,54,0.9700000286102295
76,0004,1,types,524,1962,98,54,0.9399999976158142
77,0004,1,. ,633,1962,15,54,0.9100000262260437
78,0004,1,Big,747,1962,62,54,0.7799999713897705
79,0004,1,-,820,1962,15,54,0.8199999928474426
80,0004,1,Endian ,844,1962,162,54,0.8500000238418579
81,0004,1,and ,1081,1962,77,54,0.949999988079071
82,0004,1,little ,1239,1962,93,54,0.9100000262260437
83,0004,1,Endian ,1404,1962,139,54,0.9300000071525574
84,0004,1,assignment ,1664,1962,266,54,0.9800000190734863
85,0004,1,: ,1959,1962,15,54,0.8500000238418579
86,0004,1,Big,144,2138,62,62,0.9900000095367432
87,0004,1,-,221,2138,17,62,0.9900000095367432
88,0004,1,end ,247,2138,62,62,0.9900000095367432
89,0004,1,iar ,319,2138,53,62,0.8899999856948853
90,0004,1,assignment,463,2138,265,62,0.9800000190734863
91,0004,1,: ,744,2138,17,62,0.2800000011920929
92,0004,1,. ,93,2306,16,58,0.38999998569488525
93,0004,1,The ,161,2307,42,58,0.800000011920929
94,0004,1,ordening ,306,2308,153,59,0.8500000238418579
95,0004,1,starts ,548,2310,103,59,0.7900000214576721
96,0004,1,from ,722,2312,76,59,0.9800000190734863
97,0004,1,o ,955,2314,16,58,0.9900000095367432
98,0004,1,at ,1027,2315,31,58,0.9800000190734863
99,0004,1,the ,1153,2316,49,59,0.9900000095367432
100,0004,1,MSB,1293,2317,74,59,0.8700000047683716
101,0004,1,", ",1391,2319,16,58,0.6299999952316284
102,0004,1,and ,1499,2320,57,58,0.8999999761581421
103,0004,1,increases ,1651,2321,180,59,0.8899999856948853
104,0004,1,on ,1931,2324,22,58,0.9599999785423279
105,0004,1,going,2073,2325,79,58,0.9599999785423279
106,0004,1,. ,2176,2326,16,58,0.9300000071525574
107,0004,1,o ,102,2466,16,58,0.30000001192092896
108,0004,1,in ,149,2465,33,59,0.8199999928474426
109,0004,1,big,259,2465,59,58,0.8799999952316284
110,0004,1,-,326,2465,16,58,0.8799999952316284
111,0004,1,endian ,348,2464,143,59,0.9700000286102295
112,0004,1,lower ,574,2463,125,59,0.9599999785423279
113,0004,1,address ,737,2462,167,59,0.8899999856948853
114,0004,1,bike ,971,2461,75,59,0.9599999785423279
115,0004,1,shows ,1174,2460,136,59,0.9399999976158142
116,0004,1,the ,1394,2459,75,59,0.9700000286102295
117,0004,1,mosp,1587,2458,112,59,0.6700000166893005
118,0004,1,. ,1736,2458,16,58,0.38999998569488525
119,0004,1,Big,448,3335,58,58,0.9900000095367432
120,0004,1,-,520,3337,16,58,0.8899999856948853
121,0004,1,endian ,542,3338,129,59,0.949999988079071
122,0004,2,Little ,165,374,113,59,0.7799999713897705
123,0004,2,- ,310,371,16,58,0.75
124,0004,2,endian ,349,370,157,58,0.8799999952316284
125,0004,2,jo ,176,526,22,58,0.09000000357627869
126,0004,2,little ,253,525,91,59,0.5699999928474426
127,0004,2,endian ,427,523,135,59,0.9800000190734863
128,0004,2,the ,657,521,58,58,0.9399999976158142
129,0004,2,wondering ,796,519,200,59,0.8399999737739563
130,0004,2,is ,1079,517,28,58,0.9300000071525574
131,0004,2,in ,1191,516,28,58,0.5199999809265137
132,0004,2,the ,1303,514,66,59,0.9800000190734863
133,0004,2,opposite ,1426,513,166,59,0.9399999976158142
134,0004,2,manner ,1684,511,185,59,0.9900000095367432
135,0004,2,as ,1918,509,42,58,0.9900000095367432
136,0004,2,done ,1998,508,118,58,0.9900000095367432
137,0004,2,as ,157,654,62,67,0.9300000071525574
138,0004,2,in ,250,654,37,67,0.9300000071525574
139,0004,2,big,350,654,67,67,0.9700000286102295
140,0004,2,-,426,654,19,67,0.9900000095367432
141,0004,2,endian ,444,654,146,67,0.9900000095367432
142,0004,2,• ,102,826,16,58,0.10000000149011612
143,0004,2,That ,164,825,65,58,0.8600000143051147
144,0004,2,is ,273,825,33,58,0.46000000834465027
145,0004,2,the ,406,824,56,58,0.9900000095367432
146,0004,2,lower ,539,823,125,59,0.8799999952316284
147,0004,2,address ,712,822,185,59,0.8999999761581421
148,0004,2,byle ,950,821,74,58,0.8799999952316284
149,0004,2,is ,1108,820,22,58,0.75
150,0004,2,that ,1244,819,88,59,0.9200000166893005
151,0004,2,shows ,1400,818,123,59,0.9100000262260437
152,0004,2,Least ,1639,825,138,70,0.7200000286102295
153,0004,2,significant ,1834,828,237,70,0.9100000262260437
154,0004,2,bit ,2097,833,59,70,0.9599999785423279
155,0004,2,cess,2184,835,90,70,0.17000000178813934
156,0004,2,) ,2280,837,20,69,0.5099999904632568
157,0004,2,Little,506,1688,108,51,0.7300000190734863
158,0004,2,-,632,1688,14,51,0.75
159,0004,2,endian ,656,1688,139,51,0.7799999713897705
160,0004,2,Drama ,1105,1688,142,51,0.07000000029802322
161,0004,2,Vide ,1647,1688,91,51,0.05999999865889549
162,0004,2,4,22,1945,13,47,0.3700000047683716
163,0004,2,. ,50,1954,13,47,0.23000000417232513
164,0004,2,Addressing ,146,1958,231,58,0.9900000095367432
165,0004,2,modes ,455,1958,153,58,0.9900000095367432
166,0004,2,is ,673,1958,33,58,0.6200000047683716
167,0004,2,the ,762,1958,72,58,0.9900000095367432
168,0004,2,different ,904,1958,183,58,0.9900000095367432
169,0004,2,ways ,1153,1958,103,58,0.9900000095367432
170,0004,2,in ,1316,1958,33,58,0.9800000190734863
171,0004,2,which ,1374,1958,121,58,0.9900000095367432
172,0004,2,docentes ,1599,1958,105,58,0.46000000834465027
173,0004,2,con ,1717,1958,41,58,0.36000001430511475
174,0004,2,est ,1793,1958,31,58,0.09000000357627869
175,0004,2,memony ,1896,1958,196,58,0.699999988079071
176,0004,2,location ,2125,1958,170,58,0.9700000286102295
177,0004,2,of ,125,2098,32,58,0.699999988079071
178,0004,2,a ,207,2096,16,58,0.9300000071525574
179,0004,2,Operand ,323,2093,152,59,0.699999988079071
180,0004,2,in ,520,2089,32,58,0.9900000095367432
181,0004,2,a ,602,2087,16,58,0.6299999952316284
182,0004,2,instruction ,723,2084,218,59,0.8799999952316284
183,0004,2,is ,986,2078,33,58,0.9200000166893005
184,0004,2,specified,1090,2075,180,59,0.9599999785423279
185,0004,2,. ,1287,2071,16,58,0.8799999952316284
186,0004,2,There ,130,2232,101,70,0.9300000071525574
187,0004,2,are ,274,2231,69,70,0.9300000071525574
188,0004,2,so ,447,2230,26,70,0.7099999785423279
189,0004,2,types ,543,2229,101,70,0.8399999737739563
190,0004,2,of ,697,2229,38,69,0.949999988079071
191,0004,2,addressing ,827,2227,240,70,0.9599999785423279
192,0004,2,modes,1090,2225,125,70,0.9200000166893005
193,0004,2,: ,1227,2225,20,69,0.3199999928474426
194,0004,2,1,139,2390,19,67,0.9900000095367432
195,0004,2,) ,166,2389,19,67,0.9900000095367432
196,0004,2,implied ,237,2388,153,68,0.9399999976158142
197,0004,2,addressing ,450,2386,235,68,0.9800000190734863
198,0004,2,Mode ,724,2383,123,68,0.9700000286102295
199,0004,2,in ,153,2542,22,58,0.28999999165534973
200,0004,2,implied ,260,2540,151,58,0.7699999809265137
201,0004,2,addressing ,489,2535,238,59,0.949999988079071
202,0004,2,mode ,776,2529,144,59,0.9100000262260437
203,0004,2,the ,991,2525,58,59,0.9800000190734863
204,0004,2,location ,1121,2522,155,59,0.9900000095367432
205,0004,2,of ,1320,2519,54,58,0.8999999761581421
206,0004,2,the ,1454,2516,66,58,0.9900000095367432
207,0004,2,implied,1891,2507,160,59,0.9900000095367432
208,0004,2,.,2085,2503,16,58,0.8799999952316284
209,0004,2,. ,2112,2503,16,58,0.15000000596046448
210,0004,2,operand ,1588,2513,163,59,0.9900000095367432
211,0004,2,is ,1791,2509,32,58,0.9900000095367432
212,0004,2,ie,135,2661,27,74,0.9900000095367432
213,0004,2,", ",168,2661,21,74,0.6200000047683716
214,0004,2,for ,270,2661,42,74,0.8799999952316284
215,0004,2,eg ,354,2661,54,74,0.8899999856948853
216,0004,2,: ,415,2661,21,74,0.7300000190734863
217,0004,2,move ,586,2661,100,74,0.9200000166893005
218,0004,2,LOCA,784,2661,118,74,0.800000011920929
219,0004,2,", ",918,2661,21,74,0.41999998688697815
220,0004,2,R,963,2661,21,74,0.7699999809265137
221,0004,2,. ,1000,2661,21,74,0.7300000190734863
222,0004,2,omplied ,801,2788,160,70,0.8399999737739563
223,0004,2,as ,1032,2785,38,69,0.7599999904632568
224,0004,2,here ,175,2796,90,70,0.8500000238418579
225,0004,2,a ,351,2794,20,69,0.9599999785423279
226,0004,2,location ,458,2792,157,70,0.9800000190734863
227,0004,2,is ,670,2790,26,69,0.9100000262260437
228,0004,2,ROC ,1145,2783,89,70,0.6100000143051147
229,0004,2,A,1247,2782,20,69,0.7099999785423279
230,0004,2,',1296,2782,20,69,0.3100000023841858
231,0004,2,: ,1310,2782,20,69,0.3100000023841858
232,0004,2,2,106,2933,17,60,0.9900000095367432
233,0004,2,) ,131,2933,17,60,0.9900000095367432
234,0004,2,Immediate ,213,2933,247,60,0.9200000166893005
