,regno,page,word,x,y,w,h,conf
0,0013,1,(,1342,34,42,145,0.9200000166893005
1,0013,1,ahoo ,1377,33,229,146,0.7099999785423279
2,0013,1,ARCHITECHTURE ,1275,176,541,103,0.9200000166893005
3,0013,1,COMPUTER ,117,176,321,103,0.9900000095367432
4,0013,1,ORGANISATION ,527,176,478,103,0.9800000190734863
5,0013,1,& ,1117,176,30,103,0.7200000286102295
6,0013,1,of ,1906,467,54,57,0.9300000071525574
7,0013,1,next ,1984,450,113,58,0.9399999976158142
8,0013,1,instruction ,2119,423,200,58,0.8899999856948853
9,0013,1,address ,1653,531,217,81,0.9900000095367432
10,0013,1,to ,1977,508,42,81,0.9800000190734863
11,0013,1,be ,2053,503,103,81,0.9700000286102295
12,0013,1,Program ,95,486,207,96,0.9599999785423279
13,0013,1,counter ,393,466,215,95,0.9399999976158142
14,0013,1,C ,158,636,23,81,0.15000000596046448
15,0013,1,Program ,383,619,168,83,0.9599999785423279
16,0013,1,counter ,679,598,180,83,0.949999988079071
17,0013,1,stores ,1003,576,151,82,0.9700000286102295
18,0013,1,the ,1248,558,69,82,0.9700000286102295
19,0013,1,next ,1396,549,140,81,0.9900000095367432
20,0013,1,erected ,117,755,247,89,0.8600000143051147
21,0013,1,by ,490,729,65,89,0.9399999976158142
22,0013,1,the ,654,719,88,88,0.7200000286102295
23,0013,1,processor,849,704,247,90,0.949999988079071
24,0013,1,. ,1123,686,25,88,0.8500000238418579
25,0013,1,When ,150,852,123,96,0.9800000190734863
26,0013,1,a ,347,841,27,95,0.9700000286102295
27,0013,1,program ,458,833,197,96,0.9800000190734863
28,0013,1,is ,727,816,35,95,0.9900000095367432
29,0013,1,in ,801,812,51,95,0.9900000095367432
30,0013,1,excution,947,802,231,96,0.8999999761581421
31,0013,1,", ",1201,787,27,95,0.6499999761581421
32,0013,1,PC ,1295,781,69,95,0.6299999952316284
33,0013,1,points ,1445,771,154,96,0.8899999856948853
34,0013,1,excecuted ,115,990,208,82,0.9700000286102295
35,0013,1,", ",417,968,23,81,0.6299999952316284
36,0013,1,and ,516,960,70,82,0.9599999785423279
37,0013,1,th ,643,951,60,82,0.6899999976158142
38,0013,1,addrett ,824,938,195,82,0.8799999952316284
39,0013,1,it ,1092,918,31,81,0.5099999904632568
40,0013,1,to ,1219,909,46,82,0.9100000262260437
41,0013,1,the ,1338,900,67,81,0.9300000071525574
42,0013,1,IR ,1523,886,44,81,0.6000000238418579
43,0013,1,Stored ,104,1098,151,103,0.9399999976158142
