,regno,page,word,x,y,w,h,conf
0,0001,1,1320,1161,48,231,189,0.7799999713897705
1,0001,1,) ,1417,48,56,189,0.49000000953674316
2,0001,1,Compuden ,394,312,284,141,0.8999999761581421
3,0001,1,Organization ,746,301,369,141,0.8100000023841858
4,0001,1,& ,1152,288,41,140,0.3400000035762787
5,0001,1,Proch ,1246,285,122,140,0.5400000214576721
6,0001,1,ileedure ,1372,281,240,140,0.8299999833106995
7,0001,1,Program ,212,600,220,96,0.9800000190734863
8,0001,1,Counder ,509,602,184,96,0.949999988079071
9,0001,1,is ,774,605,53,95,0.9100000262260437
10,0001,1,a ,860,605,27,95,0.9599999785423279
11,0001,1,Canectional ,958,605,313,96,0.8100000023841858
12,0001,1,unit ,1283,608,111,96,0.8899999856948853
13,0001,1,of ,1470,609,35,96,0.9200000166893005
14,0001,1,computer ,1594,610,222,96,0.9399999976158142
15,0001,1,organization,1854,612,350,96,0.9300000071525574
16,0001,1,. ,2204,615,27,95,0.9700000286102295
17,0001,1,It ,2239,615,71,95,0.8100000023841858
18,0001,1,is ,2339,616,53,95,0.9800000190734863
19,0001,1,a ,175,745,24,85,0.9900000095367432
20,0001,1,menory ,229,744,213,86,0.8500000238418579
21,0001,1,cocenion ,512,743,201,85,0.8399999737739563
22,0001,1,where ,804,741,154,86,0.9599999785423279
23,0001,1,the ,1066,740,84,85,1.0
24,0001,1,addren ,1240,739,211,85,0.9900000095367432
25,0001,1,of ,1509,738,47,85,0.9200000166893005
26,0001,1,the ,1621,737,85,85,0.9399999976158142
27,0001,1,neud ,1763,736,124,86,0.8799999952316284
28,0001,1,en ,1952,735,31,85,0.7699999809265137
29,0001,1,Amation ,2021,734,206,86,0.8399999737739563
30,0001,1,to ,2266,733,47,86,0.9599999785423279
31,0001,1,be ,2320,733,78,85,0.9800000190734863
32,0001,1,aneufel ,169,881,249,92,0.7099999785423279
33,0001,1,is ,499,874,33,93,0.9100000262260437
34,0001,1,the ,604,872,40,93,0.7599999904632568
35,0001,1,stored,714,870,183,93,0.9599999785423279
36,0001,1,. ,921,866,26,92,0.8999999761581421
37,0001,1,Program ,194,1033,195,80,0.949999988079071
38,0001,1,counter ,452,1026,185,80,0.9200000166893005
39,0001,1,PC ,719,1019,29,80,0.7699999809265137
40,0001,1,Stores ,785,1017,180,81,0.7599999904632568
41,0001,1,the ,1011,1011,104,80,0.9300000071525574
42,0001,1,address ,1184,1006,252,81,0.8700000047683716
43,0001,1,of ,1478,998,44,81,0.9300000071525574
44,0001,1,the ,1591,995,81,81,1.0
45,0001,1,mend ,1727,992,129,80,0.8899999856948853
46,0001,1,neithe ,1909,986,149,81,0.8100000023841858
47,0001,1,enewted,167,1144,259,84,0.8299999833106995
48,0001,1,. ,452,1138,24,83,0.8799999952316284
49,0001,1,instruction ,159,1318,304,89,0.8799999952316284
50,0001,1,Reguter ,521,1309,209,89,0.9300000071525574
51,0001,1,is ,815,1303,47,88,0.7099999785423279
52,0001,1,a ,893,1301,25,88,0.9300000071525574
53,0001,1,medrony ,1007,1297,215,89,0.699999988079071
54,0001,1,location ,1282,1291,196,88,0.8100000023841858
55,0001,1,and ,1554,1284,87,89,0.9900000095367432
56,0001,1,a ,1712,1280,25,88,0.9900000095367432
57,0001,1,pent ,1805,1278,102,88,0.800000011920929
58,0001,1,of ,1931,1275,65,88,0.6600000262260437
59,0001,1,lined ,2029,1272,176,89,0.7900000214576721
60,0001,1,corel ,2223,1267,142,89,0.7400000095367432
61,0001,1,chind ,124,1438,110,80,0.6299999952316284
62,0001,1,where ,289,1435,192,81,0.8999999761581421
63,0001,1,the ,578,1431,58,81,0.9900000095367432
64,0001,1,islnection ,712,1429,282,81,0.7799999713897705
65,0001,1,being ,1046,1424,146,80,0.8399999737739563
66,0001,1,encended ,1283,1420,247,81,0.800000011920929
67,0001,1,ii ,1604,1415,74,81,0.8600000143051147
68,0001,1,stored ,1697,1414,174,81,0.8600000143051147
69,0001,1,.,1928,1411,23,80,0.8999999761581421
70,0001,1,. ,1994,1409,23,80,0.5699999928474426
71,0001,1,. ,2166,1407,23,80,0.6299999952316284
72,0001,1,thie ,113,1570,168,81,0.7099999785423279
73,0001,1,Ir ,360,1568,29,80,0.6600000262260437
74,0001,1,stor ,459,1566,98,81,0.7699999809265137
75,0001,1,es ,592,1565,58,80,0.9200000166893005
76,0001,1,the ,718,1563,69,81,0.9800000190734863
77,0001,1,current ,845,1562,243,80,0.949999988079071
78,0001,1,encendin ,1172,1558,233,81,0.800000011920929
79,0001,1,na ,1482,1555,105,80,0.7900000214576721
80,0001,1,medias ,1582,1553,216,81,0.8500000238418579
81,0001,1,and ,478,1912,123,94,0.6100000143051147
82,0001,1,upon ,621,1912,110,94,0.6899999976158142
83,0001,1,mere ,1036,2028,179,41,0.6800000071525574
84,0001,1,dahput ,449,2124,246,76,0.5199999809265137
85,0001,1,what ,729,2124,109,76,0.699999988079071
86,0001,1,Funertional ,710,2263,243,81,0.8600000143051147
87,0001,1,units ,1044,2263,134,81,0.9100000262260437
88,0001,1,MORI ,473,2488,172,117,0.8100000023841858
89,0001,1,IMARI ,810,2480,213,94,0.7699999809265137
