,regno,page,word,x,y,w,h,conf
0,0014,1,Poogram ,166,566,256,108,0.949999988079071
1,0014,1,Counter ,493,575,199,108,0.9700000286102295
2,0014,1,* ,74,763,25,88,0.9800000190734863
3,0014,1,Registers ,140,763,263,88,0.9200000166893005
4,0014,1,are ,435,763,76,88,0.9599999785423279
5,0014,1,the ,583,763,76,88,0.9300000071525574
6,0014,1,small ,723,763,130,88,0.9300000071525574
7,0014,1,remoy ,873,763,169,88,0.7400000095367432
8,0014,1,insieu ,1074,763,130,88,0.7900000214576721
9,0014,1,cau ,1247,763,127,88,0.5199999809265137
10,0014,1,& ,1415,763,25,88,0.8799999952316284
11,0014,1,there ,1461,763,139,88,0.8799999952316284
12,0014,1,cave ,1623,763,103,88,0.7699999809265137
13,0014,1,used ,1809,763,146,88,0.8700000047683716
14,0014,1,to ,2012,763,82,88,0.9800000190734863
15,0014,1,hold ,2142,763,115,88,0.9900000095367432
16,0014,1,1,35,869,29,101,0.6499999761581421
17,0014,1,. ,66,869,29,101,0.7900000214576721
18,0014,1,some ,249,869,103,101,0.6800000071525574
19,0014,1,information ,388,869,317,101,0.9599999785423279
20,0014,1,A ,74,987,23,81,0.6600000262260437
21,0014,1,PC ,192,986,74,81,0.800000011920929
22,0014,1,(,328,985,23,81,0.9700000286102295
23,0014,1,Program ,356,985,238,82,0.9599999785423279
24,0014,1,countan ,664,983,195,82,0.9399999976158142
25,0014,1,Holds ,962,982,153,82,0.7699999809265137
26,0014,1,address ,1171,981,229,82,0.8700000047683716
27,0014,1,of ,1469,980,46,81,0.9800000190734863
28,0014,1,the ,1584,979,58,81,0.9900000095367432
29,0014,1,next ,1736,978,113,81,0.9800000190734863
30,0014,1,thitrution ,1897,977,315,82,0.9100000262260437
31,0014,1,to ,2291,976,44,81,0.9700000286102295
32,0014,1,be ,2370,975,58,81,0.9800000190734863
33,0014,1,Lorem ,190,1119,116,95,0.10999999940395355
34,0014,1,exeufeol ,375,1111,328,96,0.550000011920929
35,0014,1,instruction ,89,1365,339,116,0.9800000190734863
36,0014,1,Register ,504,1365,270,116,0.9399999976158142
37,0014,1,IR ,143,1533,51,91,0.7699999809265137
38,0014,1,[,239,1533,26,91,0.9200000166893005
39,0014,1,Instrutoon ,282,1532,321,92,0.9300000071525574
40,0014,1,Register,678,1530,219,92,0.9599999785423279
41,0014,1,] ,941,1529,26,91,0.9300000071525574
42,0014,1,is ,980,1528,51,92,0.9100000262260437
43,0014,1,also ,1064,1528,106,91,0.9700000286102295
44,0014,1,a ,1238,1527,26,91,1.0
45,0014,1,type ,1333,1526,119,92,0.9900000095367432
46,0014,1,of ,1562,1525,67,91,1.0
47,0014,1,Registers ,1761,1524,254,92,0.7699999809265137
48,0014,1,& ,2047,1523,26,91,0.5
49,0014,1,these ,2108,1522,104,92,0.8399999737739563
50,0014,1,had ,123,1619,130,129,0.7300000190734863
51,0014,1,some ,303,1619,128,129,0.9399999976158142
52,0014,1,instructions ,501,1619,328,129,0.9200000166893005
53,0014,1,like ,862,1619,137,129,0.9700000286102295
54,0014,1,all ,1051,1619,74,129,0.949999988079071
55,0014,1,other ,1143,1619,146,129,0.9800000190734863
56,0014,1,registers ,1352,1619,250,129,0.9700000286102295
57,0014,1,f ,79,1799,24,84,0.3700000047683716
58,0014,1,Instruction ,141,1799,290,84,0.8299999833106995
59,0014,1,Register ,532,1799,240,84,0.949999988079071
60,0014,1,hold ,835,1799,127,84,0.8500000238418579
